datetime,SPY,cash,commission,total,returns,equity_curve,drawdown
2006-03-14,10548.7206,89555.0,0.0,100103.7206,0.0010939840464,1.001037206,0.0
2006-03-15,10595.7192,89555.0,0.0,100150.7192,0.000469499032786,1.001507192,0.0
2006-03-16,10617.5981,89555.0,0.0,100172.5981,0.000218459739229,1.001725981,0.0
2006-03-17,10626.4651,89555.0,0.0,100181.4651,8.85172209584e-05,1.001814651,0.0
2006-03-20,10609.3814,89555.0,0.0,100164.3814,-0.000170527552007,1.001643814,0.000170837
2006-03-21,10542.6705,89555.0,0.0,100097.6705,-0.000666014196539,1.000976705,0.000837946
2006-03-22,10606.9409,89555.0,0.0,100161.9409,0.000642076880301,1.001619409,0.000195242
2006-03-23,10584.975,89555.0,0.0,100139.975,-0.00021930385736,1.00139975,0.000414901
2006-03-24,10593.1109,89555.0,0.0,100148.1109,8.12452769237e-05,1.001481109,0.000333542
2006-03-27,10577.6534,89555.0,0.0,100132.6534,-0.000154346396164,1.001326534,0.000488117
2006-03-28,10512.5699,89555.0,0.0,100067.5699,-0.000649972788996,1.000675699,0.001138952
2006-03-29,10578.4665,89555.0,0.0,100133.4665,0.000658521037993,1.001334665,0.000479986
2006-03-30,10559.7554,89555.0,0.0,100114.7554,-0.000186861602359,1.001147554,0.000667097
2006-03-31,10562.1959,89555.0,0.0,100117.1959,2.43770260464e-05,1.001171959,0.000642692
2006-04-03,10554.06,89555.0,0.0,100109.06,-8.12637622026e-05,1.0010906,0.000724051
2006-04-04,10621.584,89555.0,0.0,100176.584,0.000674504385517,1.00176584,4.88109999999e-05
2006-04-05,10658.1931,89555.0,0.0,100213.1931,0.000365445681398,1.002131931,0.0
2006-04-06,10646.8036,89555.0,0.0,100201.8036,-0.000113652700285,1.002018036,0.000113895
2006-04-07,10538.6026,89555.0,0.0,100093.6026,-0.00107983086245,1.000936026,0.001195905
2006-04-10,10554.8744,89555.0,0.0,100109.8744,0.000162565834153,1.001098744,0.001033187
2006-04-11,10465.3844,89555.0,0.0,100020.3844,-0.000893917813166,1.000203844,0.001928087
2006-04-12,10484.9098,89555.0,0.0,100039.9098,0.000195214206755,1.000399098,0.001732833
2006-04-13,10471.0798,89555.0,0.0,100026.0798,-0.000138244826766,1.000260798,0.001871133
2006-04-17,10467.0118,89555.0,0.0,100022.0118,-4.06693935036e-05,1.000220118,0.001911813
2006-04-18,10632.9735,89555.0,0.0,100187.9735,0.00165925176882,1.001879735,0.000252196
2006-04-19,10653.3121,89555.0,0.0,100208.3121,0.000203004405514,1.002083121,4.88100000002e-05
2006-04-20,10667.9564,89555.0,0.0,100222.9564,0.000146138575664,1.002229564,0.0
2006-04-21,10669.5826,89555.0,0.0,100224.5826,1.62258234881e-05,1.002245826,0.0
2006-04-24,10650.0584,89555.0,0.0,100205.0584,-0.000194804502982,1.002050584,0.000195242
2006-04-25,10606.1266,89555.0,0.0,100161.1266,-0.000438418985044,1.001611266,0.00063456
2006-04-26,10608.5671,89555.0,0.0,100163.5671,2.43657403109e-05,1.001635671,0.000610155
2006-04-27,10659.8205,89555.0,0.0,100214.8205,0.000511697032004,1.002148205,9.76210000001e-05
2006-04-28,10695.6165,89555.0,0.0,100250.6165,0.000357192676905,1.002506165,0.0
2006-05-01,10608.5671,89555.0,0.0,100163.5671,-0.00086831785219,1.001635671,0.000870494
2006-05-02,10688.2949,89555.0,0.0,100243.2949,0.000795976045066,1.002432949,7.32159999999e-05
2006-05-03,10648.431,89555.0,0.0,100203.431,-0.000397671485557,1.00203431,0.000471855
2006-05-04,10686.6675,89555.0,0.0,100241.6675,0.00038158873023,1.002416675,8.94899999999e-05
2006-05-05,10781.0385,89555.0,0.0,100336.0385,0.000941434857915,1.003360385,0.0
2006-05-08,10768.0216,89555.0,0.0,100323.0216,-0.000129733047015,1.003230216,0.000130169
2006-05-09,10789.1732,89555.0,0.0,100344.1732,0.000210834957547,1.003441732,0.0
2006-05-10,10783.479,89555.0,0.0,100338.479,-5.67466930906e-05,1.00338479,5.69420000001e-05
2006-05-11,10653.3121,89555.0,0.0,100208.3121,-0.00129727798644,1.002083121,0.001358611
2006-05-12,10514.1973,89555.0,0.0,100069.1973,-0.00138825609458,1.000691973,0.002749759
2006-05-15,10535.3489,89555.0,0.0,100090.3489,0.000211369737848,1.000903489,0.002538243
2006-05-16,10519.8915,89555.0,0.0,100074.8915,-0.000154434470155,1.000748915,0.002692817
2006-05-17,10319.7606,89555.0,0.0,99874.7606,-0.00199981131131,0.998747606,0.004694126
2006-05-18,10267.6941,89555.0,0.0,99822.6941,-0.000521317895404,0.998226941,0.005214791
2006-05-19,10340.0991,89555.0,0.0,99895.0991,0.000725336063636,0.998950991,0.004490741
2006-05-22,10261.1856,89555.0,0.0,99816.1856,-0.000789963679009,0.998161856,0.005279876
2006-05-23,10183.0858,89555.0,0.0,99738.0858,-0.000782436230462,0.997380858,0.006060874
2006-05-24,10264.4398,89555.0,0.0,99819.4398,0.000815676372245,0.998194398,0.005247334
2006-05-25,10391.3526,89555.0,0.0,99946.3526,0.00127142368515,0.999463526,0.003978206
2006-05-26,10444.2328,89555.0,0.0,99999.2328,0.000529085840797,0.999992328,0.003449404
2006-05-30,10258.7451,89555.0,0.0,99813.7451,-0.00185489123073,0.998137451,0.005304281
2006-05-31,10373.4546,89555.0,0.0,99928.4546,0.00114923550745,0.999284546,0.004157186
2006-06-01,10472.706,89555.0,0.0,100027.706,0.000993224606518,1.00027706,0.003164672
2006-06-02,10494.6719,89555.0,0.0,100049.6719,0.000219598158134,1.000496719,0.002945013
2006-06-05,10341.7265,89555.0,0.0,99896.7265,-0.00152869466831,0.998967265,0.004474467
2006-06-06,10316.5064,89555.0,0.0,99871.5064,-0.000252461726061,0.998715064,0.004726668
2006-06-07,10239.2203,89555.0,0.0,99794.2203,-0.000773855354604,0.997942203,0.005499529
2006-06-08,10230.2713,89555.0,0.0,99785.2713,-8.96745319829e-05,0.997852713,0.005589019
2006-06-09,10197.7295,89555.0,0.0,99752.7295,-0.000326118269521,0.997527295,0.005914437
2006-06-12,10087.088,89555.0,0.0,99642.088,-0.00110915761959,0.99642088,0.007020852
2006-06-13,9969.9386,89555.0,0.0,99524.9386,-0.00117570197847,0.995249386,0.008192346
2006-06-14,10047.2247,89555.0,0.0,99602.2247,0.000776550089728,0.996022247,0.007419485
2006-06-15,10260.3725,89555.0,0.0,99815.3725,0.00213999035305,0.998153725,0.005288007
2006-06-16,10185.6047,89555.0,0.0,99740.6047,-0.000749060972547,0.997406047,0.006035685
2006-06-19,10105.5251,89555.0,0.0,99660.5251,-0.000802878629429,0.996605251,0.006836481
2006-06-20,10139.8446,89555.0,0.0,99694.8446,0.000344364029444,0.996948446,0.006493286
2006-06-21,0.0,99694.8446,0.0,99694.8446,0.0,0.996948446,0.006493286
2006-06-22,10170.0789,89479.8229,0.0,99649.9018,-0.000450803651687,0.996499018,0.006942714
2006-06-23,10168.4449,89479.8229,0.0,99648.2678,-1.63974070267e-05,0.996482678,0.006959054
2006-06-26,10213.387,89479.8229,0.0,99693.2099,0.000451007338032,0.996932099,0.006509633
2006-06-27,10125.1368,89479.8229,0.0,99604.9597,-0.000885217760452,0.996049597,0.007392135
2006-06-28,10193.7759,89479.8229,0.0,99673.5988,0.000689113275149,0.996735988,0.006705744
2006-06-29,10399.694,89479.8229,0.0,99879.5169,0.00206592420138,0.998795169,0.004646563
2006-06-30,10400.5113,89479.8229,0.0,99880.3342,8.1828589622e-06,0.998803342,0.00463839
2006-07-03,10443.0028,89479.8229,0.0,99922.8257,0.000425424087137,0.999228257,0.004213475
2006-07-05,10383.3515,89479.8229,0.0,99863.1744,-0.000596973710282,0.998631744,0.004809988
2006-07-06,0.0,99863.1744,0.0,99863.1744,0.0,0.998631744,0.004809988
2006-07-07,10345.7633,89449.5886,0.0,99795.3519,-0.000679154256887,0.997953519,0.005488213
2006-07-10,10365.3744,89449.5886,0.0,99814.963,0.000196513160449,0.99814963,0.005292102
2006-07-11,10411.1345,89449.5886,0.0,99860.7231,0.000458449300833,0.998607231,0.004834501
2006-07-12,10300.0039,89449.5886,0.0,99749.5925,-0.00111285595127,0.997495925,0.005945807
2006-07-13,10132.4907,89449.5886,0.0,99582.0793,-0.00167933718626,0.995820793,0.007620939
2006-07-14,10093.2679,89449.5886,0.0,99542.8565,-0.000393874081318,0.995428565,0.008013167
2006-07-17,10078.5594,89449.5886,0.0,99528.148,-0.000147760477418,0.99528148,0.008160252
2006-07-18,10130.0394,89449.5886,0.0,99579.628,0.000517240610164,0.99579628,0.007645452
2006-07-19,10270.5869,89449.5886,0.0,99720.1755,0.00141140816473,0.997201755,0.006239977
2006-07-20,10200.3132,89449.5886,0.0,99649.9018,-0.000704708948291,0.996499018,0.006942714
2006-07-21,10128.4048,89449.5886,0.0,99577.9934,-0.000721610344828,0.995779934,0.007661798
2006-07-24,10313.0778,89449.5886,0.0,99762.6664,0.0018545563502,0.997626664,0.005815068
2006-07-25,10349.8493,89449.5886,0.0,99799.4379,0.000368589787412,0.997994379,0.005447353
2006-07-26,10363.7404,89449.5886,0.0,99813.329,0.000139190162713,0.99813329,0.005308442
2006-07-27,10353.9346,89449.5886,0.0,99803.5232,-9.82413881817e-05,0.998035232,0.0054065
2006-07-28,10457.7112,89449.5886,0.0,99907.2998,0.00103980898342,0.999072998,0.004368734
2006-07-31,10447.0881,89449.5886,0.0,99896.6767,-0.000106329567722,0.998966767,0.004474965
2006-08-01,10395.6087,89449.5886,0.0,99845.1973,-0.000515326452296,0.998451973,0.004989759
2006-08-02,10465.8825,89449.5886,0.0,99915.4711,0.000703827544041,0.999154711,0.004287021
2006-08-03,10493.6648,89449.5886,0.0,99943.2534,0.000278058039402,0.999432534,0.004009198
2006-08-04,10475.6877,89449.5886,0.0,99925.2763,-0.000179873071853,0.999252763,0.004188969
2006-08-07,10451.174,89449.5886,0.0,99900.7626,-0.000245320312414,0.999007626,0.004434106
2006-08-08,10411.1345,89449.5886,0.0,99860.7231,-0.000400792736291,0.998607231,0.004834501
2006-08-09,10375.9976,89449.5886,0.0,99825.5862,-0.000351859058389,0.998255862,0.00518587
2006-08-10,10407.8659,89449.5886,0.0,99857.4545,0.000319239798263,0.998574545,0.004867187
2006-08-11,10378.4489,89449.5886,0.0,99828.0375,-0.000294589924681,0.998280375,0.005161357
2006-08-14,10386.6202,89449.5886,0.0,99836.2088,8.18537577683e-05,0.998362088,0.005079644
2006-08-15,10510.8252,89449.5886,0.0,99960.4138,0.00124408770618,0.999604138,0.003837594
2006-08-16,10598.2582,89449.5886,0.0,100047.8468,0.00087467625109,1.000478468,0.002963264
2006-08-17,10625.2238,89449.5886,0.0,100074.8124,0.000269527039936,1.000748124,0.002693608
2006-08-18,10679.1551,89449.5886,0.0,100128.7437,0.000538909828623,1.001287437,0.002154295
2006-08-21,10633.3957,89449.5886,0.0,100082.9843,-0.000457005634037,1.000829843,0.002611889
2006-08-22,10632.5778,89449.5886,0.0,100082.1664,-8.17221834193e-06,1.000821664,0.002620068
2006-08-23,10603.1608,89449.5886,0.0,100052.7494,-0.000293928489542,1.000527494,0.002914238
2006-08-24,10594.1722,89449.5886,0.0,100043.7608,-8.98386106719e-05,1.000437608,0.003004124
2006-08-25,10607.2467,89449.5886,0.0,100056.8353,0.000130687809969,1.000568353,0.002873379
2006-08-28,10657.9088,89449.5886,0.0,100107.4974,0.000506333223993,1.001074974,0.002366758
2006-08-29,10670.1666,89449.5886,0.0,100119.7552,0.000122446373332,1.001197552,0.00224418
2006-08-30,10676.7038,89449.5886,0.0,100126.2924,6.52938072705e-05,1.001262924,0.002178808
2006-08-31,10675.0692,89449.5886,0.0,100124.6578,-1.63253822829e-05,1.001246578,0.002195154
2006-09-01,10738.8057,89449.5886,0.0,100188.3943,0.000636571464018,1.001883943,0.001557789
2006-09-05,10759.2341,89449.5886,0.0,100208.8227,0.000203899864278,1.002088227,0.001353505
2006-09-06,10664.446,89449.5886,0.0,100114.0346,-0.000945905734107,1.001140346,0.002301386
2006-09-07,10615.4186,89449.5886,0.0,100065.0072,-0.000489715554826,1.000650072,0.00279166
2006-09-08,10645.6522,89449.5886,0.0,100095.2408,0.000302139587514,1.000952408,0.002489324
2006-09-11,10656.2754,89449.5886,0.0,100105.864,0.000106130920063,1.00105864,0.002383092
2006-09-12,10760.8688,89449.5886,0.0,100210.4574,0.00104482790339,1.002104574,0.001337158
2006-09-13,10804.1769,89449.5886,0.0,100253.7655,0.000432171463175,1.002537655,0.000904077
2006-09-14,10804.9936,89449.5886,0.0,100254.5822,8.14632743151e-06,1.002545822,0.00089591
2006-09-15,10830.3548,89449.5886,0.0,100279.9434,0.000252967988529,1.002799434,0.000642298
2006-09-18,10845.1274,89449.5886,0.0,100294.716,0.000147313605285,1.00294716,0.000494572
2006-09-19,10818.0431,89449.5886,0.0,100267.6317,-0.000270047127907,1.002676317,0.000765415
2006-09-20,10875.494,89449.5886,0.0,100325.0826,0.000572975535833,1.003250826,0.000190906
2006-09-21,10822.9673,89449.5886,0.0,100272.5559,-0.000523564981346,1.002725559,0.000716173
2006-09-22,10790.1386,89449.5886,0.0,100239.7272,-0.00032739466652,1.002397272,0.00104446
2006-09-25,10873.0319,89449.5886,0.0,100322.6205,0.000826950574542,1.003226205,0.000215527
2006-09-26,10963.3127,89449.5886,0.0,100412.9013,0.000899904722883,1.004129013,0.0
2006-09-27,10976.4447,89449.5886,0.0,100426.0333,0.000130780007648,1.004260333,0.0
2006-09-28,10972.3408,89449.5886,0.0,100421.9294,-4.08649019099e-05,1.004219294,4.10390000001e-05
2006-09-29,10963.3127,89449.5886,0.0,100412.9013,-8.99016783878e-05,1.004129013,0.00013132
2006-10-02,10922.2762,89449.5886,0.0,100371.8648,-0.000408677565021,1.003718648,0.000541685
2006-10-03,10945.2565,89449.5886,0.0,100394.8451,0.000228951609555,1.003948451,0.000311882
2006-10-04,11073.2902,89449.5886,0.0,100522.8788,0.00127530153438,1.005228788,0.0
2006-10-05,11094.6288,89449.5886,0.0,100544.2174,0.000212276053519,1.005442174,0.0
2006-10-06,11080.6765,89449.5886,0.0,100530.2651,-0.000138767801479,1.005302651,0.000139523
2006-10-09,11087.2425,89449.5886,0.0,100536.8311,6.5313664432e-05,1.005368311,7.38630000001e-05
2006-10-10,11102.0163,89449.5886,0.0,100551.6049,0.000146949131362,1.005516049,0.0
2006-10-11,11088.8843,89449.5886,0.0,100538.4729,-0.000130599606173,1.005384729,0.00013132
2006-10-12,11184.9096,89449.5886,0.0,100634.4982,0.00095510999153,1.006344982,0.0
2006-10-13,11213.6356,89449.5886,0.0,100663.2242,0.000285448832297,1.006632242,0.0
2006-10-16,11230.8703,89449.5886,0.0,100680.4589,0.000171211484005,1.006804589,0.0
2006-10-17,11195.5795,89449.5886,0.0,100645.1681,-0.000350522836165,1.006451681,0.000352908
2006-10-18,11210.352,89449.5886,0.0,100659.9406,0.000146778034941,1.006599406,0.000205183
2006-10-19,11228.4082,89449.5886,0.0,100677.9968,0.000179378210362,1.006779968,2.46209999999e-05
2006-10-20,11230.8703,89449.5886,0.0,100680.4589,2.44551945634e-05,1.006804589,0.0
2006-10-23,11282.5766,89449.5886,0.0,100732.1652,0.000513568378263,1.007321652,0.0
2006-10-24,11316.2269,89449.5886,0.0,100765.8155,0.000334057149801,1.007658155,0.0
2006-10-25,11354.8013,89449.5886,0.0,100804.3899,0.000382812363584,1.008043899,0.0
2006-10-26,11390.0921,89449.5886,0.0,100839.6807,0.000350091896147,1.008396807,0.0
2006-10-27,11318.689,89449.5886,0.0,100768.2776,-0.000708085344027,1.007682776,0.000714031
2006-10-30,11310.4812,89449.5886,0.0,100760.0698,-8.14522208327e-05,1.007600698,0.000796109
2006-10-31,11308.8394,89449.5886,0.0,100758.428,-1.62941530634e-05,1.00758428,0.000812527
2006-11-01,11232.5121,89449.5886,0.0,100682.1007,-0.000757527697832,1.006821007,0.0015758
2006-11-02,11225.9461,89449.5886,0.0,100675.5347,-6.52151668902e-05,1.006755347,0.00164146
2006-11-03,11206.2481,89449.5886,0.0,100655.8367,-0.000195658260557,1.006558367,0.00183844
2006-11-06,11332.6412,89449.5886,0.0,100782.2298,0.00125569568685,1.007822298,0.000574509
2006-11-07,11376.1398,89449.5886,0.0,100825.7284,0.000431609819373,1.008257284,0.000139522999999
2006-11-08,11400.762,89449.5886,0.0,100850.3506,0.000244205525621,1.008503506,0.0
2006-11-09,11340.8478,89449.5886,0.0,100790.4364,-0.000594090150838,1.007904364,0.000599142
2006-11-10,11345.7732,89449.5886,0.0,100795.3618,4.8867731661e-05,1.007953618,0.000549888
2006-11-13,11373.6777,89449.5886,0.0,100823.2663,0.00027684309577,1.008232663,0.000270843
2006-11-14,11459.0331,89449.5886,0.0,100908.6217,0.000846584356293,1.009086217,0.0
2006-11-15,11491.8631,89449.5886,0.0,100941.4517,0.000325343855133,1.009414517,0.0
2006-11-16,11521.4094,89449.5886,0.0,100970.998,0.000292707302128,1.00970998,0.0
2006-11-17,11524.6918,89449.5886,0.0,100974.2804,3.25083446238e-05,1.009742804,0.0
2006-11-20,11531.2578,89449.5886,0.0,100980.8464,6.5026459946e-05,1.009808464,0.0
2006-11-21,11542.7479,89449.5886,0.0,100992.3365,0.000113784944468,1.009923365,0.0
2006-11-22,11565.7283,89449.5886,0.0,101015.3169,0.000227545978204,1.010153169,0.0
2006-11-24,11518.9473,89449.5886,0.0,100968.5359,-0.000463107986349,1.009685359,0.00046781
2006-11-27,11360.5458,89449.5886,0.0,100810.1344,-0.00156882041111,1.008101344,0.002051825
2006-11-28,11409.7901,89449.5886,0.0,100859.3787,0.000488485610034,1.008593787,0.001559382
2006-11-29,11528.7957,89449.5886,0.0,100978.3843,0.00117991605276,1.009783843,0.000369326
2006-11-30,11533.7199,89449.5886,0.0,100983.3085,4.87648919532e-05,1.009833085,0.000320084
2006-12-01,11508.2774,89449.5886,0.0,100957.866,-0.000251947578049,1.00957866,0.000574509
2006-12-04,11596.0949,89449.5886,0.0,101045.6835,0.000869843068989,1.010456835,0.0
2006-12-05,11646.1595,89449.5886,0.0,101095.7481,0.000495465004203,1.010957481,0.0
2006-12-06,11636.3111,89449.5886,0.0,101085.8997,-9.74165598957e-05,1.010858997,9.84839999998e-05
2006-12-07,11585.4263,89449.5886,0.0,101035.0149,-0.000503381778774,1.010350149,0.000607332
2006-12-08,11606.7648,89449.5886,0.0,101056.3534,0.000211199058278,1.010563534,0.000393947
2006-12-11,11640.415,89449.5886,0.0,101090.0036,0.00033298450684,1.010900036,5.74449999999e-05
2006-12-12,11631.3869,89449.5886,0.0,101080.9755,-8.93075445493e-05,1.010809755,0.000147726
2006-12-13,11643.6974,89449.5886,0.0,101093.286,0.000121788496194,1.01093286,2.46209999997e-05
2006-12-14,11746.2886,89449.5886,0.0,101195.8772,0.00101481714621,1.011958772,0.0
2006-12-15,11747.362,89449.5886,0.0,101196.9506,1.06071514936e-05,1.011969506,0.0
2006-12-18,11715.1752,89449.5886,0.0,101164.7638,-0.000318060967343,1.011647638,0.000321868
2006-12-19,11737.4588,89449.5886,0.0,101187.0474,0.000220270370463,1.011870474,9.90320000001e-05
2006-12-20,11730.8562,89449.5886,0.0,101180.4448,-6.52514345428e-05,1.011804448,0.000165058
2006-12-21,11687.9401,89449.5886,0.0,101137.5287,-0.000424154095041,1.011375287,0.000594219
2006-12-22,11616.1391,89449.5886,0.0,101065.7277,-0.000709934293658,1.010657277,0.001312229
2006-12-26,11684.6394,89449.5886,0.0,101134.228,0.000677779713845,1.01134228,0.000627226
2006-12-27,11761.392,89449.5886,0.0,101210.9806,0.000758918137982,1.012109806,0.0
2006-12-28,11736.6339,89449.5886,0.0,101186.2225,-0.00024461871482,1.011862225,0.000247581
2006-12-29,11687.9401,89449.5886,0.0,101137.5287,-0.000481229546839,1.011375287,0.000734519
2007-01-03,11667.3075,89449.5886,0.0,101116.8961,-0.00020400538025,1.011168961,0.000940845
2007-01-04,11692.0669,89449.5886,0.0,101141.6555,0.000244859177397,1.011416555,0.000693251
2007-01-05,11598.8072,89449.5886,0.0,101048.3958,-0.000922070135583,1.010483958,0.001625848
2007-01-08,11652.4527,89449.5886,0.0,101102.0413,0.000530889180133,1.011020413,0.001089393
2007-01-09,11642.5494,89449.5886,0.0,101092.138,-9.79535118446e-05,1.01092138,0.001188426
2007-01-10,11681.3375,89449.5886,0.0,101130.9261,0.000383690569488,1.011309261,0.000800545
2007-01-11,11732.5072,89449.5886,0.0,101182.0958,0.00050597479894,1.011820958,0.000288848
2007-01-12,11821.64,89449.5886,0.0,101271.2286,0.000880914743812,1.012712286,0.0
2007-01-16,11798.5316,89449.5886,0.0,101248.1202,-0.000228183269024,1.012481202,0.000231084
2007-01-17,11803.4833,89449.5886,0.0,101253.0719,4.89065870084e-05,1.012530719,0.000181567
2007-01-18,11763.8678,89449.5886,0.0,101213.4564,-0.000391252327032,1.012134564,0.000577722
2007-01-19,11786.9775,89449.5886,0.0,101236.5661,0.000228326359182,1.012365661,0.000346625
2007-01-22,11750.6639,89449.5886,0.0,101200.2525,-0.000358700432057,1.012002525,0.000709761
2007-01-23,11785.3265,89449.5886,0.0,101234.9151,0.000342514955681,1.012349151,0.000363135
2007-01-24,11880.2358,89449.5886,0.0,101329.8244,0.000937515479775,1.013298244,0.0
2007-01-25,11740.7594,89449.5886,0.0,101190.348,-0.00137645950564,1.01190348,0.001394764
2007-01-26,11730.0314,89449.5886,0.0,101179.62,-0.000106018016659,1.0117962,0.001502044
2007-01-29,11723.4288,89449.5886,0.0,101173.0174,-6.52562245242e-05,1.011730174,0.00156807
2007-01-30,11784.5004,89449.5886,0.0,101234.089,0.000603635253445,1.01234089,0.000957354
2007-01-31,11863.73,89449.5886,0.0,101313.3186,0.000782637556011,1.013133186,0.000165058
2007-02-01,11934.7061,89449.5886,0.0,101384.2947,0.000700560409833,1.013842947,0.0
2007-02-02,11951.2119,89449.5886,0.0,101400.8005,0.000162804308585,1.014008005,0.0
2007-02-05,11954.5139,89449.5886,0.0,101404.1025,3.25638454897e-05,1.014041025,0.0
2007-02-06,11957.8145,89449.5886,0.0,101407.4031,3.25489789723e-05,1.014074031,0.0
2007-02-07,11984.2248,89449.5886,0.0,101433.8134,0.000260437593239,1.014338134,0.0
2007-02-08,11968.5439,89449.5886,0.0,101418.1325,-0.00015459243298,1.014181325,0.000156809
2007-02-09,11879.411,89449.5886,0.0,101328.9996,-0.000878865522396,1.013289996,0.001048138
2007-02-12,11838.9707,89449.5886,0.0,101288.5593,-0.000399098976203,1.012885593,0.001452541
2007-02-13,11938.8329,89449.5886,0.0,101388.4215,0.000985917863677,1.013884215,0.000453919
2007-02-14,12017.2364,89449.5886,0.0,101466.825,0.00077329835932,1.01466825,0.0
2007-02-15,12032.9174,89449.5886,0.0,101482.506,0.000154543122838,1.01482506,0.0
2007-02-16,12027.1397,89449.5886,0.0,101476.7283,-5.69329653725e-05,1.014767283,5.77770000001e-05
2007-02-20,12052.7239,89449.5886,0.0,101502.3125,0.000252118889016,1.015023125,0.0
2007-02-21,12047.7722,89449.5886,0.0,101497.3608,-4.87841102143e-05,1.014973608,4.95170000001e-05
